year,period,periodName,value,rate,title,sex,race,age,mari
2018,M10,October,2.9,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M09,September,3.4,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M08,August,4.4,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M07,July,3.5,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M06,June,2.8,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M05,May,2.4,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M04,April,2.4,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M03,March,2.9,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M02,February,4.2,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2018,M01,January,4.0,TRUE,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Women",Women,Black,All,"Married, spouse present"
2023,M10,October,3.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M09,September,3.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M08,August,5.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M07,July,3.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M06,June,5.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M05,May,3.7,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M04,April,4.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M03,March,3.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M02,February,4.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M01,January,3.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M12,December,4.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M11,November,4.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M10,October,5.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M09,September,4.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M08,August,5.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M07,July,3.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M06,June,5.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M05,May,5.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M04,April,3.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M03,March,4.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M02,February,5.7,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2022,M01,January,7.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M12,December,4.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M11,November,3.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M10,October,4.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M09,September,6.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M08,August,6.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M07,July,8.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M06,June,9.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M05,May,7.1,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M04,April,8.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M03,March,8.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M02,February,7.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2021,M01,January,8.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M12,December,8.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M11,November,8.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M10,October,8.7,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M09,September,10.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M08,August,11.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M07,July,10.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M06,June,9.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M05,May,17.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M04,April,13.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M03,March,3.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M02,February,2.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2020,M01,January,4.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M12,December,5.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M11,November,4.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M10,October,3.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M09,September,3.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M08,August,3.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M07,July,5.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M06,June,5.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M05,May,4.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M04,April,3.9,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M03,March,4.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M02,February,3.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2019,M01,January,4.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M12,December,3.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M11,November,4.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M10,October,4.7,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M09,September,4.3,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M08,August,5.2,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M07,July,4.8,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M06,June,5.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M05,May,3.1,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M04,April,3.5,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M03,March,6.4,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M02,February,5.0,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2018,M01,January,3.6,TRUE,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Black or African American Women",Women,Black,All,"Widdowed, divorced, or seperated"
2023,M10,October,8.1,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M09,September,6.1,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M08,August,7.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M07,July,8.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M06,June,9.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M05,May,7.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M04,April,5.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M03,March,5.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M02,February,7.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M01,January,6.1,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M12,December,7.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M11,November,8.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M10,October,8.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M09,September,6.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M08,August,7.3,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M07,July,6.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M06,June,7.3,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M05,May,6.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M04,April,5.8,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M03,March,7.8,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M02,February,9.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2022,M01,January,6.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M12,December,5.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M11,November,7.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M10,October,10.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M09,September,8.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M08,August,10.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M07,July,12.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M06,June,9.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M05,May,8.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M04,April,7.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M03,March,9.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M02,February,12.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2021,M01,January,15.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M12,December,8.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M11,November,11.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M10,October,12.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M09,September,17.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M08,August,18.3,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M07,July,17.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M06,June,13.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M05,May,18.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M04,April,16.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M03,March,6.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M02,February,6.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2020,M01,January,7.0,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M12,December,5.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M11,November,4.3,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M10,October,7.8,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M09,September,3.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M08,August,7.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M07,July,7.3,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M06,June,7.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M05,May,5.8,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M04,April,8.8,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M03,March,7.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M02,February,7.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2019,M01,January,8.5,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M12,December,9.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M11,November,7.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M10,October,6.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M09,September,5.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M08,August,8.9,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M07,July,6.1,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M06,June,6.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M05,May,7.7,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M04,April,8.4,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M03,March,11.6,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M02,February,10.2,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2018,M01,January,12.1,TRUE,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women",Women,Black,25-29,All
2023,M10,October,4.9,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M09,September,3.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M08,August,4.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M07,July,3.7,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M06,June,7.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M05,May,6.4,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M04,April,6.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M03,March,5.0,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M02,February,5.7,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2023,M01,January,5.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M12,December,6.9,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M11,November,8.0,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M10,October,8.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M09,September,6.7,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M08,August,10.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M07,July,9.4,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M06,June,5.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M05,May,4.9,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M04,April,4.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M03,March,6.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M02,February,4.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2022,M01,January,7.1,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M12,December,6.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M11,November,4.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M10,October,8.7,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M09,September,8.4,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M08,August,10.7,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M07,July,8.6,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M06,June,9.1,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M05,May,8.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M04,April,11.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M03,March,14.0,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M02,February,7.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2021,M01,January,8.5,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M12,December,8.5,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M11,November,8.0,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M10,October,8.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M09,September,7.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M08,August,14.1,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M07,July,13.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M06,June,17.0,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M05,May,16.6,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M04,April,18.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M03,March,10.3,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M02,February,6.6,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2020,M01,January,6.5,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M12,December,5.6,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M11,November,5.2,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M10,October,5.6,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M09,September,3.8,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M08,August,4.5,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
2019,M07,July,3.4,TRUE,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Women",Women,Black,30-34,All
